19
-31.43344782316022, -64.27747923884648
-31.433428983525964, -64.27704118767402
-31.433406669811507, -64.27661672809687
-31.43337691818341, -64.27655436673518
-31.433342589370024, -64.2765228507782
-31.433229304193656, -64.27653223851107
-31.432963827285352, -64.2765637544687
-31.43260280037109, -64.27659459987383
-31.43233617738267, -64.27661672809997
-31.432296698807914, -64.27665964344564
-31.432289260813697, -64.27674547413697
-31.432315579868437, -64.27706733921704
-31.43233674953765, -64.2774891165868
-31.432363640731072, -64.27756287733716
-31.432420856010538, -64.27757427672586
-31.432902035129075, -64.27757695893503
-31.433355135405336, -64.27757512782195
-31.433428942328696, -64.27755568180595
-31.43344782316022, -64.27747923884648



37   ovalo de rafaela
-31.20909727007269, -61.48063434177242
-31.204340226512162, -61.479449513823816
-31.20061407813328, -61.478538258355876
-31.200137192422414, -61.47839790130992
-31.199569280444805, -61.47819534316099
-31.19905312380172, -61.47791405104066
-31.19865047528067, -61.47760425590347
-31.198244957158717, -61.47716370307434
-31.19789966312959, -61.47660513304875
-31.197713823299168, -61.47602577590768
-31.197677114153915, -61.47541356170686
-31.197769028849198, -61.47469640818844
-31.198008211388004, -61.47409559337619
-31.1984508710966, -61.47347281909681
-31.198980218722426, -61.47305533844787
-31.199715804447848, -61.47274249614168
-31.200541653721704, -61.47273446301444
-31.201257769404933, -61.47283973243303
-31.202100335367113, -61.473022533456465
-31.212800789695667, -61.47562958795382
-31.21336810984893, -61.47578805288953
-31.214050465410633, -61.4760644452041
-31.21456104694122, -61.47635189318633
-31.21498810531718, -61.476696462272514
-31.215389948144743, -61.4772455616627
-31.21563105302278, -61.47780018888746
-31.215757120685378, -61.478406409311546
-31.21577287913108, -61.47898683316888
-31.215646811487375, -61.47960963716905
-31.21540570665048, -61.48020848716458
-31.215000712172404, -61.48075205871353
-31.214097741588496, -61.481325112073634
-31.213500484050513, -61.481459622989824
-31.212104297806917, -61.48135716274558
-31.211390409858584, -61.48117658644647
-31.21027346444863, -61.48093408348295
-31.20909727007269, -61.48063434177242
